id,url
37396.jpg,https://storage.yandexcloud.net/plates/37396.jpg
61397.jpg,https://storage.yandexcloud.net/plates/61397.jpg
35890.jpg,https://storage.yandexcloud.net/plates/35890.jpg
12444.jpg,https://storage.yandexcloud.net/plates/12444.jpg
8649.jpg,https://storage.yandexcloud.net/plates/8649.jpg
26036.jpg,https://storage.yandexcloud.net/plates/26036.jpg
44281.jpg,https://storage.yandexcloud.net/plates/44281.jpg
60252.jpg,https://storage.yandexcloud.net/plates/60252.jpg
16330.jpg,https://storage.yandexcloud.net/plates/16330.jpg
30515.jpg,https://storage.yandexcloud.net/plates/30515.jpg
9613.jpg,https://storage.yandexcloud.net/plates/9613.jpg
30607.jpg,https://storage.yandexcloud.net/plates/30607.jpg
42621.jpg,https://storage.yandexcloud.net/plates/42621.jpg
